Month,Day,Hour,DayOfWeek,Holiday,Power,Temperature, 
4,6,13,4,0,79.3114,46.475, 
4,6,14,4,0,80.8119,47.365, 
4,6,15,4,0,79.0337,49.7, 
4,6,16,4,0,78.9767,48, 
4,6,17,4,0,79.4484,47.835, 
4,6,18,4,0,73.8591,46.765, 
4,6,19,4,0,72.0445,45.85, 
4,6,20,4,0,74.8944,44.7, 
4,6,21,4,0,73.9035,43, 
4,6,22,4,0,68.0705,43, 
4,6,23,4,0,62.3005,42.7, 
4,6,24,4,0,57.4812,40.535, 
4,7,1,5,0,54.7413,37.615, 
4,7,2,5,0,54.2028,35.865, 
4,7,3,5,0,54.0428,35.385, 
4,7,4,5,0,53.3029,37.135, 
4,7,5,5,0,55.0105,38.065, 
4,7,6,5,0,58.9468,38.835, 
4,7,7,5,0,71.4588,38.2, 
4,7,8,5,0,77.997,40.365, 
4,7,9,5,0,78.8639,43.585, 
4,7,10,5,0,78.4266,46.9, 
4,7,11,5,0,79.3943,47.2, 
4,7,12,5,0,76.7739,48.765, 
4,7,13,5,0,73.9084,48.135, 
4,7,14,5,0,74.8097,48.765, 
4,7,15,5,0,73.3436,47.7, 
4,7,16,5,0,72.3891,45.715, 
4,7,17,5,0,73.5493,44.2552, 
4,7,18,5,0,69.4098,44.2047, 
4,7,19,5,0,70.2691,45, 
4,7,20,5,0,72.1622,45, 
4,7,21,5,0,70.2508,45, 
4,7,22,5,0,65.4529,44.865, 
4,7,23,5,0,60.7164,44.1865, 
4,7,24,5,0,56.6255,43.935, 
4,8,1,6,0,53.8181,43, 
4,8,2,6,0,50.571,42.97, 
4,8,3,6,0,49.5197,42.695, 
4,8,4,6,0,48.7352,42.235, 
4,8,5,6,0,48.5709,42.97, 
4,8,6,6,0,50.2914,42.695, 
4,8,7,6,0,52.9765,41.5673, 
4,8,8,6,0,57.6177,39.765, 
4,8,9,6,0,62.9786,39.3, 
4,8,10,6,0,65.0278,41, 
4,8,11,6,0,66.4145,40.835, 
4,8,12,6,0,66.03,40.065, 
4,8,13,6,0,64.005,41.165, 
4,8,14,6,0,62.3568,42.1, 
4,8,15,6,0,60.2593,42.1, 
4,8,16,6,0,59.2084,42.235, 
4,8,17,6,0,59.2944,42.865, 
4,8,18,6,0,58.7516,42.1, 
4,8,19,6,0,58.0269,41.77, 
4,8,20,6,0,60.8555,39.6, 
4,8,21,6,0,61.6278,37.615, 
4,8,22,6,0,57.6559,35.865, 
4,8,23,6,0,53.6058,35.1, 
4,8,24,6,0,50.1461,34.935, 
4,9,1,7,0,48.4344,33.865, 
4,9,2,7,0,46.8103,33.235, 
4,9,3,7,0,46.01,33.865, 
4,9,4,7,0,45.3238,32.665, 
4,9,5,7,0,45.6591,30.005, 
4,9,6,7,0,46.0882,28.9, 
4,9,7,7,0,47.1894,29.4325, 
4,9,8,7,0,51.7958,32.9825, 
4,9,9,7,0,57.3765,36.21, 
4,9,10,7,0,60.2725,37.64, 
4,9,11,7,0,60.6556,39.3, 
4,9,12,7,0,60.1064,41.465, 
4,9,13,7,0,59.1143,44.385, 
4,9,14,7,0,57.5962,46, 
4,9,15,7,0,56.1237,45.85, 
4,9,16,7,0,55.7978,44.565, 
4,9,17,7,0,56.5181,41.935, 
4,9,18,7,0,57.4406,40.7, 
4,9,19,7,0,57.2939,38.835, 
4,9,20,7,0,61.0187,37.615, 
4,9,21,7,0,62.0144,35.7, 
4,9,22,7,0,57.926,33.865, 
4,9,23,7,0,52.955,32.935, 
4,9,24,7,0,49.6407,31.835, 
4,10,1,1,0,47.882,31.065, 
4,10,2,1,0,47.8448,31.835, 
4,10,3,1,0,48.2633,30.765, 
4,10,4,1,0,49.2856,30.3, 
4,10,5,1,0,52.2702,31.835, 
4,10,6,1,0,58.914,31.065, 
4,10,7,1,0,71.4327,32.75, 
4,10,8,1,0,77.2107,38.065, 
4,10,9,1,0,78.2631,44.685, 
4,10,10,1,0,79.1153,48.3, 
4,10,11,1,0,79.4955,50.3, 
4,10,12,1,0,78.6902,52.45, 
4,10,13,1,0,74.9829,54.85, 
4,10,14,1,0,76.9649,53.865, 
4,10,15,1,0,75.166,52.935, 
4,10,16,1,0,75.1816,51.7, 
4,10,17,1,0,75.5463,49.835, 
4,10,18,1,0,71.5489,48.6, 
4,10,19,1,0,70.2366,46.765, 
4,10,20,1,0,73.0778,45.85, 
4,10,21,1,0,72.3901,44.865, 
4,10,22,1,0,67.4904,43.47, 
4,10,23,1,0,60.3251,39.765, 
4,10,24,1,0,55.8967,38.55, 
4,11,1,2,0,52.8208,36.15, 
4,11,2,2,0,53.4537,36.55, 
4,11,3,2,0,53.2889,34.165, 
4,11,4,2,0,53.7994,35.1, 
4,11,5,2,0,55.6653,34.8, 
4,11,6,2,0,60.2975,33.235, 
4,11,7,2,0,72.7802,35.05, 
4,11,8,2,0,78.8621,42.05, 
4,11,9,2,0,80.6014,49.11, 
4,11,10,2,0,79.5326,55.7525, 
4,11,11,2,0,79.3164,58.1025, 
4,11,12,2,0,75.4068,59.77, 
4,11,13,2,0,75.2209,57.9, 
4,11,14,2,0,77.2024,57.9, 
4,11,15,2,0,75.5533,57.6, 
4,11,16,2,0,74.2102,55.765, 
4,11,17,2,0,74.3963,54.715, 
4,11,18,2,0,68.0641,52.935, 
4,11,19,2,0,67.4893,51.535, 
4,11,20,2,0,71.2844,48.465, 
4,11,21,2,0,71.5654,45.715, 
4,11,22,2,0,65.7912,43.8, 
4,11,23,2,0,60.2613,41.77, 
4,11,24,2,0,56.1177,39.465, 
4,12,1,3,0,53.2211,36.85, 
4,12,2,3,0,52.9062,35.865, 
4,12,3,3,0,53.4914,34.935, 
4,12,4,3,0,53.3015,33.865, 
4,12,5,3,0,55.0089,32.77, 
4,12,6,3,0,60.5416,31.23, 
4,12,7,3,0,74.497,34.12, 
4,12,8,3,0,80.6271,40.95, 
4,12,9,3,0,81.256,47.83, 
4,12,10,3,0,80.3164,52.935, 
4,12,11,3,0,81.9787,52.165, 
4,12,12,3,0,78.6555,53.235, 
4,12,13,3,0,75.287,54.15, 
4,12,14,3,0,77.1645,55.135, 
4,12,15,3,0,76.4005,55.48, 
4,12,16,3,0,75.4564,53.1, 
4,12,17,3,0,76.5381,52.935, 
4,12,18,3,0,70.0003,51.7, 
4,12,19,3,0,68.8833,50, 
4,12,20,3,0,72.063,50, 
4,12,21,3,0,71.7626,50, 
4,12,22,3,0,64.6924,49.835, 
4,12,23,3,0,58.1915,48.795, 
4,12,24,3,0,55.4607,48.305, 
4,13,1,4,0,52.9945,48.765, 
4,13,2,4,0,52.1925,48.03, 
4,13,3,4,0,52.5301,48.17, 
4,13,4,4,0,52.417,48, 
4,13,5,4,0,54.2485,48.135, 
4,13,6,4,0,59.3381,48.795, 
4,13,7,4,0,71.736,48.305, 
4,13,8,4,0,75.5339,48.9, 
4,13,9,4,0,76.0947,48.765, 
4,13,10,4,0,71.9974,48.135, 
4,13,11,4,0,73.2628,49.53, 
4,13,12,4,0,71.3524,53.1, 
4,13,13,4,0,74.8347,53.985, 
4,13,14,4,0,79.2011,59.465, 
4,13,15,4,0,85.4095,61.035, 
4,13,16,4,0,67.9934,55.3, 
4,13,17,4,0,69.0068,57, 
4,13,18,4,0,64.6437,56.7, 
4,13,19,4,0,65.1691,54.55, 
4,13,20,4,0,67.8387,51.535, 
4,13,21,4,0,65.772,49.065, 
4,13,22,4,0,60.5016,49.535, 
4,13,23,4,0,55.3632,47.2, 
4,13,24,4,0,51.4181,48.18, 
4,14,1,5,1,48.2039,43.935, 
4,14,2,5,1,47.4895,42.535, 
4,14,3,5,1,47.1122,39.765, 
4,14,4,5,1,46.9275,39, 
4,14,5,5,1,48.5009,38.415, 
4,14,6,5,1,51.9888,35.685, 
4,14,7,5,1,60.5201,40.38, 
4,14,8,5,1,65.9986,48.935, 
4,14,9,5,1,69.2245,53.235, 
4,14,10,5,1,70.2315,54.285, 
4,14,11,5,1,69.6038,56.065, 
4,14,12,5,1,67.9802,57.135, 
4,14,13,5,1,63.6621,58.335, 
4,14,14,5,1,61.5342,60.53, 
4,14,15,5,1,60.0759,59, 
4,14,16,5,1,59.8089,58.7, 
4,14,17,5,1,59.9121,56.415, 
4,14,18,5,1,59.0086,52.8, 
4,14,19,5,1,58.3043,50.935, 
4,14,20,5,1,60.1318,49.835, 
4,14,21,5,1,61.6914,48.465, 
4,14,22,5,1,57.926,46, 
4,14,23,5,1,54.5402,45.85, 
4,14,24,5,1,49.8419,45.15, 
4,15,1,6,0,45.9576,45.85, 
4,15,2,6,0,44.6256,45, 
4,15,3,6,0,45.0699,44.7882, 
4,15,4,6,0,44.324,44.9182, 
4,15,5,6,0,45.026,45, 
4,15,6,6,0,46.9742,44.85, 
4,15,7,6,0,49.4328,46.135, 
4,15,8,6,0,54.9679,46.8022, 
4,15,9,6,0,59.5263,46.525, 
4,15,10,6,0,62.2536,47.4087, 
4,15,11,6,0,63.5128,48.3, 
4,15,12,6,0,64.0828,51.62, 
4,15,13,6,0,63.2912,51.8, 
4,15,14,6,0,62.0291,55.7043, 
4,15,15,6,0,61.3462,53.6, 
4,15,16,6,0,61.5964,51.8941, 
4,15,17,6,0,62.3814,53.3647, 
4,15,18,6,0,61.9717,52.8, 
4,15,19,6,0,59.2077,50.77, 
4,15,20,6,0,59.8702,48.765, 
4,15,21,6,0,58.9611,48.0947, 
4,15,22,6,0,54.9135,46.7176, 
4,15,23,6,0,50.9619,47.7357, 
4,15,24,6,0,47.613,47.835, 
4,16,1,7,0,46.1574,46.7676, 
4,16,2,7,0,44.8864,48.1617, 
4,16,3,7,0,44.1276,46.3273, 
4,16,4,7,0,44.1471,45.15, 
4,16,5,7,0,44.9183,45.85, 
4,16,6,7,0,45.8007,45, 
4,16,7,7,0,47.8039,45.285, 
4,16,8,7,0,52.74,47.2, 
4,16,9,7,0,57.7574,49.335, 
4,16,10,7,0,60.5753,51.695, 
4,16,11,7,0,61.6841,50.77, 
4,16,12,7,0,61.9267,48.9, 
4,16,13,7,0,59.8897,49.065, 
4,16,14,7,0,56.3067,50, 
4,16,15,7,0,55.1431,50, 
4,16,16,7,0,54.8583,50.3, 
4,16,17,7,0,53.7413,51.865, 
4,16,18,7,0,54.2672,50.935, 
4,16,19,7,0,56.0057,49.835, 
4,16,20,7,0,59.4558,48.6, 
4,16,21,7,0,59.3841,46.765, 
4,16,22,7,0,55.746,45.79, 
4,16,23,7,0,50.7455,44.225, 
4,16,24,7,0,47.4121,42.235, 
4,17,1,1,0,48.26,42.7, 
4,17,2,1,0,46.7253,41.165, 
4,17,3,1,0,46.7878,42.5846, 
4,17,4,1,0,46.702,43, 
4,17,5,1,0,48.5245,42.865, 
4,17,6,1,0,53.8298,42.235, 
4,17,7,1,0,62.6395,43.45, 
4,17,8,1,0,71.8091,46.135, 
4,17,9,1,0,77.2451,47.065, 
4,17,10,1,0,78.8009,48.3, 
4,17,11,1,0,81.1497,50.3, 
4,17,12,1,0,79.237,52.165, 
4,17,13,1,0,78.1335,53.685, 
4,17,14,1,0,78.2746,56.835, 
4,17,15,1,0,76.8663,55.285, 
4,17,16,1,0,74.6533,51.365, 
4,17,17,1,0,76.375,48.9, 
4,17,18,1,0,70.8673,48.795, 
4,17,19,1,0,70.2558,48.17, 
4,17,20,1,0,71.3094,47.835, 
4,17,21,1,0,70.402,47.065, 
4,17,22,1,0,65.8006,48.0383, 
4,17,23,1,0,60.805,48.135, 
4,17,24,1,0,57.3726,48.765, 
4,18,1,2,0,52.7429,48.135, 
4,18,2,2,0,52.3399,48.9, 
4,18,3,2,0,51.1902,48.9, 
4,18,4,2,0,50.9231,48.765, 
4,18,5,2,0,53.2063,47.7, 
4,18,6,2,0,58.0441,46, 
4,18,7,2,0,68.7416,46.6, 
4,18,8,2,0,75.6843,50.54, 
4,18,9,2,0,79.1951,54.14, 
4,18,10,2,0,79.8979,57.635, 
4,18,11,2,0,81.7259,60.4, 
4,18,12,2,0,78.7942,62.52, 
4,18,13,2,0,77.1078,64.315, 
4,18,14,2,0,74.8071,60.865, 
4,18,15,2,0,77.9544,60.1, 
4,18,16,2,0,76.7135,59.77, 
4,18,17,2,0,77.1417,58.065, 
4,18,18,2,0,70.1513,59, 
4,18,19,2,0,69.0495,58.7, 
4,18,20,2,0,70.8967,57, 
4,18,21,2,0,69.9211,56.55, 
4,18,22,2,0,64.422,53.565, 
4,18,23,2,0,59.7951,50.935, 
4,18,24,2,0,55.8202,49.835, 
4,19,1,3,0,54.1099,48.9, 
4,19,2,3,0,53.081,49.065, 
4,19,3,3,0,51.9913,50, 
4,19,4,3,0,51.9138,50, 
4,19,5,3,0,53.3007,49.7, 
4,19,6,3,0,57.3999,48.3, 
4,19,7,3,0,68.4639,50.165, 
4,19,8,3,0,75.1421,51.685, 
4,19,9,3,0,78.7985,55.135, 
4,19,10,3,0,79.2216,56.53, 
4,19,11,3,0,80.8053,60.4, 
4,19,12,3,0,78.1903,62.385, 
4,19,13,3,0,76.4502,64.765, 
4,19,14,3,0,72.3768,69.1, 
4,19,15,3,0,69.9794,69.235, 
4,19,16,3,0,70.6537,70, 
4,19,17,3,0,71.7367,69.865, 
4,19,18,3,0,67.168,68.935, 
4,19,19,3,0,66.4975,67.7, 
4,19,20,3,0,68.3333,65.7, 
4,19,21,3,0,69.4715,63.79, 
4,19,22,3,0,63.7414,62.525, 
4,19,23,3,0,58.5529,61.8, 
4,19,24,3,0,55.1085,59.935, 
4,20,1,4,0,52.2693,58.25, 
4,20,2,4,0,52.0923,53.7, 
4,20,3,4,0,51.94,52, 
4,20,4,4,0,51.7936,51.4, 
4,20,5,4,0,53.8434,48.465, 
4,20,6,4,0,58.2606,51.535, 
4,20,7,4,0,68.6179,54.75, 
4,20,8,4,0,76.095,59.3, 
4,20,9,4,0,79.0036,61.45, 
4,20,10,4,0,78.7067,64.135, 
4,20,11,4,0,80.5554,65.365, 
4,20,12,4,0,76.9656,68.3, 
4,20,13,4,0,73.9695,69.145, 
4,20,14,4,0,76.0104,62.565, 
4,20,15,4,0,75.5142,60.1, 
4,20,16,4,0,74.7776,59.935, 
4,20,17,4,0,73.9615,59, 
4,20,18,4,0,66.9955,58.4, 
4,20,19,4,0,65.5236,54.415, 
4,20,20,4,0,67.5847,50.935, 
4,20,21,4,0,69.3497,49.835, 
4,20,22,4,0,64.3004,48.525, 
4,20,23,4,0,59.7257,46.055, 
4,20,24,4,0,55.3358,44.1, 
4,21,1,5,0,52.2708,43.935, 
4,21,2,5,0,52.3891,43.165, 
4,21,3,5,0,52.241,43.935, 
4,21,4,5,0,52.578,42.7, 
4,21,5,5,0,54.4403,40.835, 
4,21,6,5,0,58.2657,40.23, 
4,21,7,5,0,67.9643,42.4, 
4,21,8,5,0,74.8461,44.235, 
4,21,9,5,0,77.6725,45.21, 
4,21,10,5,0,77.3152,46.775, 
4,21,11,5,0,77.9876,49.23, 
4,21,12,5,0,75.577,51.205, 
4,21,13,5,0,72.0489,52.28, 
4,21,14,5,0,72.1338,55, 
4,21,15,5,0,70.0858,54.715, 
4,21,16,5,0,68.4408,52.635, 
4,21,17,5,0,68.6689,49.46, 
4,21,18,5,0,64.5886,46.19, 
4,21,19,5,0,64.0826,44.7, 
4,21,20,5,0,65.1213,42.7, 
4,21,21,5,0,67.7299,40.835, 
4,21,22,5,0,63.351,39.9, 
4,21,23,5,0,59.3896,39.465, 
4,21,24,5,0,55.7466,37, 
4,22,1,6,0,53.5299,36.715, 
4,22,2,6,0,53.0666,34.635, 
4,22,3,6,0,52.2732,31.835, 
4,22,4,6,0,51.8806,30.765, 
4,22,5,6,0,52.2013,29.835, 
4,22,6,6,0,53.1713,29.665, 
4,22,7,6,0,55.7867,35.32, 
4,22,8,6,0,60.7634,43.13, 
4,22,9,6,0,64.7583,45.285, 
4,22,10,6,0,66.3648,47.065, 
4,22,11,6,0,66.4094,48.135, 
4,22,12,6,0,65.0166,49.065, 
4,22,13,6,0,62.2761,50.165, 
4,22,14,6,0,60.9632,51.1, 
4,22,15,6,0,59.3654,50.935, 
4,22,16,6,0,59.3192,50.165, 
4,22,17,6,0,59.8961,50.935, 
4,22,18,6,0,59.9209,49.835, 
4,22,19,6,0,57.693,48.465, 
4,22,20,6,0,59.3926,45.85, 
4,22,21,6,0,62.0733,44.94, 
4,22,22,6,0,58.7946,44.525, 
4,22,23,6,0,55.826,44.1, 
4,22,24,6,0,52.405,44.1, 
4,23,1,7,0,50.7002,44.235, 
4,23,2,7,0,49.4971,45, 
4,23,3,7,0,48.9362,44.7, 
4,23,4,7,0,48.7584,43.165, 
4,23,5,7,0,49.0614,44.1, 
4,23,6,7,0,49.2578,44.1, 
4,23,7,7,0,50.5064,44.1, 
4,23,8,7,0,54.2277,44.1, 
4,23,9,7,0,58.8584,44.235, 
4,23,10,7,0,61.7794,45.21, 
4,23,11,7,0,62.513,46.34, 
4,23,12,7,0,62.0006,45.85, 
4,23,13,7,0,61.5479,45.21, 
4,23,14,7,0,59.495,46.34, 
4,23,15,7,0,58.4072,46, 
4,23,16,7,0,58.1355,45.85, 
4,23,17,7,0,59.2405,44.865, 
4,23,18,7,0,59.5866,43.8, 
4,23,19,7,0,59.4582,42.1, 
4,23,20,7,0,62.3962,42.205, 
4,23,21,7,0,65.1694,42.695, 
4,23,22,7,0,60.6733,42.235, 
4,23,23,7,0,55.2725,42.97, 
4,23,24,7,0,51.434,42.83, 
4,24,1,1,0,49.8446,42.865, 
4,24,2,1,0,49.096,42.1, 
4,24,3,1,0,48.759,42.1, 
4,24,4,1,0,48.8703,42.28, 
4,24,5,1,0,50.0176,42.3423, 
4,24,6,1,0,56.2727,42.4316, 
4,24,7,1,0,68.2013,41.8395, 
4,24,8,1,0,75.6082,42.1, 
4,24,9,1,0,77.7805,42.234, 
4,24,10,1,0,78.4564,43.165, 
4,24,11,1,0,80.8386,44.235, 
4,24,12,1,0,78.2843,45.285, 
4,24,13,1,0,75.6747,47.095, 
4,24,14,1,0,76.9769,48.17, 
4,24,15,1,0,75.3995,48.0514, 
4,24,16,1,0,75.6597,48.9, 
4,24,17,1,0,78.4805,48.795, 
4,24,18,1,0,74.704,47.4957, 
4,24,19,1,0,72.8711,46.34, 
4,24,20,1,0,73.2502,46.06, 
4,24,21,1,0,70.9228,46.4, 
4,24,22,1,0,65.5188,46.12, 
4,24,23,1,0,60.3955,46.4, 
4,24,24,1,0,56.0164,45.85, 
4,25,1,2,0,53.4322,44.856, 
4,25,2,2,0,52.7175,44.7882, 
4,25,3,2,0,52.0535,44.8, 
4,25,4,2,0,51.735,44.67, 
4,25,5,2,0,53.4656,42.8, 
4,25,6,2,0,56.8019,42.2462, 
4,25,7,2,0,69.842,44.52, 
4,25,8,2,0,76.7512,47.365, 
4,25,9,2,0,77.7448,50.6, 
4,25,10,2,0,77.4871,54.48, 
4,25,11,2,0,79.6028,57.47, 
4,25,12,2,0,77.4318,59.3, 
4,25,13,2,0,75.6525,61.3, 
4,25,14,2,0,76.857,62.4, 
4,25,15,2,0,75.6633,58.7, 
4,25,16,2,0,76.0283,57.698, 
4,25,17,2,0,76.3996,60.235, 
4,25,18,2,0,71.7472,55.615, 
4,25,19,2,0,70.8259,53.4, 
4,25,20,2,0,71.0357,49.4, 
4,25,21,2,0,71.7646,45.55, 
4,25,22,2,0,66.8638,42.865, 
4,25,23,2,0,60.741,41.77, 
4,25,24,2,0,56.6655,39.6, 
4,26,1,3,0,54.7138,37.615, 
4,26,2,3,0,54.4902,35.865, 
4,26,3,3,0,53.8293,34.935, 
4,26,4,3,0,53.4147,33.4, 
4,26,5,3,0,55.0777,30, 
4,26,6,3,0,59.4468,30.465, 
4,26,7,3,0,74.0712,33.985, 
4,26,8,3,0,79.9404,39.465, 
4,26,9,3,0,81.6035,42.535, 
4,26,10,3,0,80.9768,45.285, 
4,26,11,3,0,82.4271,47.065, 
4,26,12,3,0,79.2381,48, 
4,26,13,3,0,77.5165,48.135, 
4,26,14,3,0,79.2178,48.765, 
4,26,15,3,0,77.4068,48, 
4,26,16,3,0,77.7207,48, 
4,26,17,3,0,78.7338,47.835, 
4,26,18,3,0,72.3217,46.765, 
4,26,19,3,0,70.8887,46, 
4,26,20,3,0,72.1949,46, 
4,26,21,3,0,72.13,45.85, 
4,26,22,3,0,66.4308,45.48, 
4,26,23,3,0,60.9493,48.005, 
4,26,24,3,0,56.0041,46.765, 
4,27,1,4,0,54.0516,46.135, 
4,27,2,4,0,53.3447,46.315, 
4,27,3,4,0,53.1574,42.7, 
4,27,4,4,0,53.0288,40.7, 
4,27,5,4,0,53.8361,39.3, 
4,27,6,4,0,58.8391,41, 
4,27,7,4,0,72.8009,41.81, 
4,27,8,4,0,77.6677,46.94, 
4,27,9,4,0,77.9809,50.27, 
4,27,10,4,0,77.5566,51.83, 
4,27,11,4,0,78.8593,52, 
4,27,12,4,0,75.8686,52.3, 
4,27,13,4,0,73.0435,53.865, 
4,27,14,4,0,74.2595,53.175, 
4,27,15,4,0,72.9303,53.525, 
4,27,16,4,0,72.2048,52.8, 
4,27,17,4,0,72.2926,50.935, 
4,27,18,4,0,66.6153,49.73, 
4,27,19,4,0,67.5302,48.005, 
4,27,20,4,0,69.6651,46.765, 
4,27,21,4,0,72.3367,46.135, 
4,27,22,4,0,67.1889,46.765, 
4,27,23,4,0,61.0064,45.55, 
4,27,24,4,0,56.783,42.7, 
4,28,1,5,0,53.5954,41, 
4,28,2,5,0,52.7171,40.7, 
4,28,3,5,0,52.5287,38.7, 
4,28,4,5,0,52.3329,36.55, 
4,28,5,5,0,54.6644,34, 
4,28,6,5,0,59.0302,34.45, 
4,28,7,5,0,71.931,37.435, 
4,28,8,5,0,78.4177,40.23, 
4,28,9,5,0,79.1447,42.535, 
4,28,10,5,0,78.2654,45.285, 
4,28,11,5,0,80.6486,47.2, 
4,28,12,5,0,77.4933,49.365, 
4,28,13,5,0,75.0123,51.7, 
4,28,14,5,0,75.5831,50, 
4,28,15,5,0,73.8354,49.835, 
4,28,16,5,0,72.1568,48.9, 
4,28,17,5,0,71.2938,48.765, 
4,28,18,5,0,64.8627,47.835, 
4,28,19,5,0,64.1378,46.315, 
4,28,20,5,0,65.1852,42.535, 
4,28,21,5,0,68.2741,39.9, 
4,28,22,5,0,65.1628,39.765, 
4,28,23,5,0,60.2057,38.7, 
4,28,24,5,0,56.1384,36.715, 
4,29,1,6,0,53.4659,35.1, 
4,29,2,6,0,53.0638,35.52, 
4,29,3,6,0,53.0293,38.2, 
4,29,4,6,0,52.7767,39.765, 
4,29,5,6,0,53.1603,39, 
4,29,6,6,0,53.2137,39.465, 
4,29,7,6,0,56.5301,42.82, 
4,29,8,6,0,61.2075,47.365, 
4,29,9,6,0,65.6719,50.27, 
4,29,10,6,0,66.7084,51.995, 
4,29,11,6,0,66.9952,53.385, 
4,29,12,6,0,65.5298,55.3, 
4,29,13,6,0,62.466,57, 
4,29,14,6,0,62.0177,56.835, 
4,29,15,6,0,60.6577,55.765, 
4,29,16,6,0,59.574,54.715, 
4,29,17,6,0,60.4671,52.935, 
4,29,18,6,0,59.8356,51.7, 
4,29,19,6,0,58.4278,49.4, 
4,29,20,6,0,58.9819,45.715, 
4,29,21,6,0,62.4343,43.8, 
4,29,22,6,0,59.4086,41.77, 
4,29,23,6,0,55.2538,39.6, 
4,29,24,6,0,51.6072,37.615, 
4,30,1,7,0,49.2202,35.865, 
4,30,2,7,0,48.0068,34.8, 
4,30,3,7,0,47.4196,32.935, 
4,30,4,7,0,47.6014,31.7, 
4,30,5,7,0,47.6308,30.3, 
4,30,6,7,0,48.2324,32.465, 
4,30,7,7,0,50.0716,36.585, 
4,30,8,7,0,54.4339,46.35, 
4,30,9,7,0,58.6602,54.15, 
4,30,10,7,0,60.3662,55.87, 
4,30,11,7,0,60.4542,60.995, 
4,30,12,7,0,60.3904,62.2725, 
4,30,13,7,0,59.913,63.4225, 
4,30,14,7,0,58.4617,64.475, 
4,30,15,7,0,57.4008,64.18, 
4,30,16,7,0,57.0478,60.1, 
4,30,17,7,0,58.3544,59.935, 
4,30,18,7,0,59.1674,58.535, 
4,30,19,7,0,58.3628,55.315, 
4,30,20,7,0,59.3341,51.7, 
4,30,21,7,0,64.0819,49.535, 
4,30,22,7,0,60.532,46.615, 
4,30,23,7,0,54.4657,44.4, 
4,30,24,7,0,50.4187,40.535, 
5,1,1,1,0,48.3888,38.2, 
5,1,2,1,0,47.1954,40.065, 
5,1,3,1,0,47.5437,41.165, 
5,1,4,1,0,47.8301,42.4, 
5,1,5,1,0,49.2494,43.935, 
5,1,6,1,0,55.3556,43.585, 
5,1,7,1,0,70.1635,47.665, 
5,1,8,1,0,77.1778,52.165, 
5,1,9,1,0,78.1255,53.52, 
5,1,10,1,0,78.129,56.065, 
5,1,11,1,0,80.4248,57, 
5,1,12,1,0,77.671,57, 
5,1,13,1,0,74.3134,57.135, 
5,1,14,1,0,75.5129,57.6, 
5,1,15,1,0,73.7234,56.365, 
5,1,16,1,0,72.68,57.38, 
5,1,17,1,0,73.6324,51.535, 
5,1,18,1,0,69.2448,48.765, 
5,1,19,1,0,67.9282,47.835, 
5,1,20,1,0,69.0866,46.825, 
5,1,21,1,0,70.4822,46.34, 
5,1,22,1,0,64.5832,45.85, 
5,1,23,1,0,58.3873,44.865, 
5,1,24,1,0,53.1579,44.1, 
5,2,1,2,0,50.5944,44.28, 
5,2,2,2,0,49.851,44.55, 
5,2,3,2,0,49.7475,44.2324, 
5,2,4,2,0,49.7448,44.225, 
5,2,5,2,0,51.2482,43.8279, 
5,2,6,2,0,55.9687,42.8, 
5,2,7,2,0,69.5534,44.19, 
5,2,8,2,0,77.0649,44.6, 
5,2,9,2,0,78.8503,44.775, 
5,2,10,2,0,78.9724,44.6, 
5,2,11,2,0,81.492,46.4, 
5,2,12,2,0,79.424,46.072, 
5,2,13,2,0,79.0222,46.8, 
5,2,14,2,0,77.5142,46.5538, 
5,2,15,2,0,77.384,46.64, 
5,2,16,2,0,76.5479,48.2135, 
5,2,17,2,0,78.327,48.2, 
5,2,18,2,0,73.8549,48.2, 
5,2,19,2,0,72.9004,48.765, 
5,2,20,2,0,72.6625,48.2, 
5,2,21,2,0,71.1475,48.2264, 
5,2,22,2,0,65.4463,48.2264, 
5,2,23,2,0,59.139,48.6968, 
5,2,24,2,0,54.8705,48.72, 
5,3,1,3,0,52.5494,48.27, 
5,3,2,3,0,51.5477,48.7091, 
5,3,3,3,0,50.3879,48.2, 
5,3,4,3,0,50.7497,48.6, 
5,3,5,3,0,52.6065,50, 
5,3,6,3,0,57.3336,50, 
5,3,7,3,0,72.7879,50, 
5,3,8,3,0,79.3319,50, 
5,3,9,3,0,80.1286,50, 
5,3,10,3,0,79.9024,51.8, 
5,3,11,3,0,82.1271,51.83, 
5,3,12,3,0,82.2556,51.8, 
5,3,13,3,0,76.5214,53.1, 
5,3,14,3,0,78.0993,53.3143, 
5,3,15,3,0,76.8323,53.856, 
5,3,16,3,0,76.8071,53.64, 
5,3,17,3,0,76.1244,53.8667, 
5,3,18,3,0,68.9459,53.6528, 
5,3,19,3,0,67.8127,55.1125, 
5,3,20,3,0,68.7205,53.7231, 
5,3,21,3,0,71.4624,54, 
5,3,22,3,0,66.4381,54, 
5,3,23,3,0,59.9012,53.94, 
5,3,24,3,0,55.1553,53.525, 
5,4,1,4,0,52.5496,53.1, 
5,4,2,4,0,51.904,53.235, 
5,4,3,4,0,51.4835,53.7, 
5,4,4,4,0,50.9164,51.865, 
5,4,5,4,0,52.6106,51.4, 
5,4,6,4,0,56.0326,53.52, 
5,4,7,4,0,69.6074,56.365, 
5,4,8,4,0,76.672,59.165, 
5,4,9,4,0,77.0797,60.745, 
5,4,10,4,0,77.3704,64.94, 
5,4,11,4,0,79.2818,68.27, 
