Month,Day,Hour,DayOfWeek,Holiday,Power,Temperature, 
6,29,2,4,0,53.2254,66.2, 
6,29,3,4,0,52.6835,63.7412, 
6,29,4,4,0,51.6819,64.3, 
6,29,5,4,0,52.9323,64.15, 
6,29,6,4,0,56.7204,64.4308, 
6,29,7,4,0,69.7407,65.75, 
6,29,8,4,0,77.7204,65.065, 
6,29,9,4,0,82.4181,66.3913, 
6,29,10,4,0,85.4294,70.3538, 
6,29,11,4,0,87.3303,74.76, 
6,29,12,4,0,85.6014,73.4, 
6,29,13,4,0,83.8503,73.5538, 
6,29,14,4,0,85.9253,74.2714, 
6,29,15,4,0,85.4399,71.865, 
6,29,16,4,0,83.9986,71.235, 
6,29,17,4,0,83.7017,72, 
6,29,18,4,0,76.7151,71.9368, 
6,29,19,4,0,73.7737,70.635, 
6,29,20,4,0,72.2779,67.8435, 
6,29,21,4,0,73.093,66.18, 
6,29,22,4,0,70.1293,64.7953, 
6,29,23,4,0,63.6798,64.9, 
6,29,24,4,0,53.5189,65.065, 
6,30,1,5,0,48.1667,66.0375, 
6,30,2,5,0,50.4239,66.2, 
6,30,3,5,0,52.4181,65.4667, 
6,30,4,5,0,49.8919,64.1091, 
6,30,5,5,0,50.6653,62.6, 
6,30,6,5,0,55.6429,63.1, 
6,30,7,5,0,67.0288,62.88, 
6,30,8,5,0,74.9165,64.0692, 
6,30,9,5,0,79.762,64.5059, 
6,30,10,5,0,81.2696,69.8, 
6,30,11,5,0,83.137,72.8229, 
6,30,12,5,0,80.4262,73.64, 
6,30,13,5,0,79.4465,75.57, 
6,30,14,5,0,80.831,78.995, 
6,30,15,5,0,78.4687,79.935, 
6,30,16,5,0,77.7018,78.316, 
6,30,17,5,0,75.5012,75.9, 
6,30,18,5,0,71.3616,75.6, 
6,30,19,5,0,68.1034,73.48, 
6,30,20,5,0,66.5,70.8, 
6,30,21,5,0,66.3903,68.635, 
6,30,22,5,0,64.7275,65.835, 
6,30,23,5,0,59.8209,64.615, 
6,30,24,5,0,54.6643,63, 
7,1,1,6,0,51.3651,62.565, 
7,1,2,6,0,49.0999,59.77, 
7,1,3,6,0,48.2375,57.765, 
7,1,4,6,0,47.8471,57, 
7,1,5,6,0,48.1235,57.135, 
7,1,6,6,0,49.0671,58.53, 
7,1,7,6,0,53.7859,62.685, 
7,1,8,6,0,59.161,66.465, 
7,1,9,6,0,64.5262,69.535, 
7,1,10,6,0,67.4051,72.45, 
7,1,11,6,0,69.0562,75.465, 
7,1,12,6,0,69.0008,78.235, 
7,1,13,6,0,66.9537,79.165, 
7,1,14,6,0,63.986,80.235, 
7,1,15,6,0,63.0218,80.7, 
7,1,16,6,0,62.6308,77.875, 
7,1,17,6,0,62.5957,78.7, 
7,1,18,6,0,61.2287,77.165, 
7,1,19,6,0,58.1227,77.77, 
7,1,20,6,0,55.1988,75.465, 
7,1,21,6,0,54.7751,72.415, 
7,1,22,6,0,55.6838,68.935, 
7,1,23,6,0,51.6566,68, 
7,1,24,6,0,47.4199,68.54, 
7,2,1,7,0,44.1996,71.66, 
7,2,2,7,0,42.2921,71.865, 
7,2,3,7,0,41.2857,71.1, 
7,2,4,7,0,41.2649,70.47, 
7,2,5,7,0,40.9116,67.065, 
7,2,6,7,0,40.9289,67.7, 
7,2,7,7,0,43.2331,66, 
7,2,8,7,0,47.6345,66.03, 
7,2,9,7,0,52.7446,66.47, 
7,2,10,7,0,56.3772,69.185, 
7,2,11,7,0,58.6583,76.23, 
7,2,12,7,0,59.6741,78.4, 
7,2,13,7,0,58.8498,80.385, 
7,2,14,7,0,57.4934,82.135, 
7,2,15,7,0,56.1128,82.765, 
7,2,16,7,0,55.5867,82.3, 
7,2,17,7,0,56.6712,83.835, 
7,2,18,7,0,56.6788,82.9, 
7,2,19,7,0,55.4768,82.48, 
7,2,20,7,0,54.4724,79.8, 
7,2,21,7,0,55.5259,78.1, 
7,2,22,7,0,54.554,78.1, 
7,2,23,7,0,49.1347,77.935, 
7,2,24,7,0,45.6383,77.165, 
7,3,1,1,0,42.7008,77.635, 
7,3,2,1,0,41.0651,74.415, 
7,3,3,1,0,39.9917,71.1, 
7,3,4,1,0,39.9362,70.635, 
7,3,5,1,0,40.8431,67.7, 
7,3,6,1,0,43.4721,66.3, 
7,3,7,1,0,50.2352,68.3, 
7,3,8,1,0,57.7064,70.51, 
7,3,9,1,0,62.6131,73.475, 
7,3,10,1,0,64.2441,74.365, 
7,3,11,1,0,66.3494,77, 
7,3,12,1,0,66.1151,77, 
7,3,13,1,0,65.3201,76.835, 
7,3,14,1,0,64.5951,76.065, 
7,3,15,1,0,63.4307,76.73, 
7,3,16,1,0,62.2974,75.17, 
7,3,17,1,0,63.1539,75, 
7,3,18,1,0,60.5881,74.7, 
7,3,19,1,0,58.3529,72.25, 
7,3,20,1,0,56.5042,67.7, 
7,3,21,1,0,56.1678,65.835, 
7,3,22,1,0,57.1793,65.065, 
7,3,23,1,0,52.5913,66, 
7,3,24,1,0,47.3151,65.835, 
7,4,1,2,1,44.2838,64.765, 
7,4,2,2,1,42.0357,63.55, 
7,4,3,2,1,41.2856,61, 
7,4,4,2,1,40.7866,61.2618, 
7,4,5,2,1,41.4718,64.1455, 
7,4,6,2,1,42.0106,64.0857, 
7,4,7,2,1,43.4741,65.5158, 
7,4,8,2,1,48.1707,65.2, 
7,4,9,2,1,53.8032,66.2, 
7,4,10,2,1,57.9977,66.7855, 
7,4,11,2,1,59.7461,67.9585, 
7,4,12,2,1,60.369,66.765, 
7,4,13,2,1,59.1582,66.465, 
7,4,14,2,1,57.454,69.205, 
7,4,15,2,1,55.654,69.83, 
7,4,16,2,1,56.0557,69.8, 
7,4,17,2,1,57.2032,71.565, 
7,4,18,2,1,56.304,68.935, 
7,4,19,2,1,54.7979,68, 
7,4,20,2,1,54.0056,67.73, 
7,4,21,2,1,55.6549,66.2264, 
7,4,22,2,1,54.6685,66.9, 
7,4,23,2,1,50.7615,66.4909, 
7,4,24,2,1,46.646,68, 
7,5,1,3,0,44.126,69.1, 
7,5,2,3,0,42.7762,68.935, 
7,5,3,3,0,42.3024,67.19, 
7,5,4,3,0,42.2309,64.4, 
7,5,5,3,0,45.138,62.7429, 
7,5,6,3,0,51.3877,63.75, 
7,5,7,3,0,62.4971,68.885, 
7,5,8,3,0,70.0996,74.635, 
7,5,9,3,0,76.4052,78.8, 
7,5,10,3,0,79.4018,78.695, 
7,5,11,3,0,81.9079,77.935, 
7,5,12,3,0,82.1578,77, 
7,5,13,3,0,79.9533,76.835, 
7,5,14,3,0,82.3517,75.9, 
7,5,15,3,0,82.296,76.335, 
7,5,16,3,0,80.5645,78.695, 
7,5,17,3,0,80.2752,78.235, 
7,5,18,3,0,74.7734,78.7, 
7,5,19,3,0,73.264,76.7, 
7,5,20,3,0,70.5246,74.55, 
7,5,21,3,0,70.4156,71.565, 
7,5,22,3,0,69.4789,68.635, 
7,5,23,3,0,63.565,66.135, 
7,5,24,3,0,57.9008,66.6, 
7,6,1,4,0,53.7382,64.615, 
7,6,2,4,0,52.7258,63, 
7,6,3,4,0,52.5608,63.15, 
7,6,4,4,0,51.5071,64, 
7,6,5,4,0,53.7738,64, 
7,6,6,4,0,55.9258,64, 
7,6,7,4,0,66.0107,64, 
7,6,8,4,0,72.5827,64.33, 
7,6,9,4,0,76.4304,66.77, 
7,6,10,4,0,78.2009,70.45, 
7,6,11,4,0,81.2473,73.135, 
7,6,12,4,0,79.57,74.2, 
7,6,13,4,0,79.0086,76.065, 
7,6,14,4,0,79.9769,77.165, 
7,6,15,4,0,78.9013,77.47, 
7,6,16,4,0,77.3162,73.615, 
7,6,17,4,0,77.8009,71.7, 
7,6,18,4,0,72.1836,69.865, 
7,6,19,4,0,70.2173,69.235, 
7,6,20,4,0,67.6925,69.7, 
7,6,21,4,0,67.4788,67.7, 
7,6,22,4,0,67.1609,65.835, 
7,6,23,4,0,62.0383,64.48, 
7,6,24,4,0,56.468,61.8, 
7,7,1,5,0,52.6829,60.1, 
7,7,2,5,0,51.384,59.935, 
7,7,3,5,0,50.6187,58.535, 
7,7,4,5,0,50.3478,56.2, 
7,7,5,5,0,51.3884,58.065, 
7,7,6,5,0,54.1021,59.465, 
7,7,7,5,0,63.5025,62.685, 
7,7,8,5,0,72.2753,66.9, 
7,7,9,5,0,76.4634,72.45, 
7,7,10,5,0,78.603,75.3, 
7,7,11,5,0,81.1362,77.165, 
7,7,12,5,0,80.8706,78.235, 
7,7,13,5,0,79.6607,79.3, 
7,7,14,5,0,81.267,81.15, 
7,7,15,5,0,79.6582,82.06, 
7,7,16,5,0,78.7193,81.89, 
7,7,17,5,0,77.793,79.45, 
7,7,18,5,0,70.4415,81.55, 
7,7,19,5,0,68.4518,78.4, 
7,7,20,5,0,68.3382,74.25, 
7,7,21,5,0,69.4221,69.865, 
7,7,22,5,0,67.3965,68.635, 
7,7,23,5,0,62.8999,66, 
7,7,24,5,0,57.7661,66, 
7,8,1,6,0,54.2182,65.55, 
7,8,2,6,0,52.6225,63, 
7,8,3,6,0,51.6885,62.7, 
7,8,4,6,0,51.0065,61.165, 
7,8,5,6,0,50.9097,61.8, 
7,8,6,6,0,50.6704,60.82, 
7,8,7,6,0,55.0991,65.665, 
7,8,8,6,0,61.6502,70.165, 
7,8,9,6,0,67.0343,71.82, 
7,8,10,6,0,70.6358,76.365, 
7,8,11,6,0,72.5313,79.24, 
7,8,12,6,0,72.8428,80.525, 
7,8,13,6,0,72.9344,80.1, 
7,8,14,6,0,71.4187,79.8, 
7,8,15,6,0,70.1066,77.77, 
7,8,16,6,0,69.9612,75.465, 
7,8,17,6,0,70.0477,72.85, 
7,8,18,6,0,69.7137,71.865, 
7,8,19,6,0,68.9725,70.8, 
7,8,20,6,0,66.9672,68.77, 
7,8,21,6,0,67.7327,66.765, 
7,8,22,6,0,67.783,65.7, 
7,8,23,6,0,64.4088,64, 
7,8,24,6,0,59.6558,63.85, 
7,9,1,7,0,55.4882,63, 
7,9,2,7,0,53.8317,63, 
7,9,3,7,0,52.7932,62.7, 
7,9,4,7,0,51.3121,60.865, 
7,9,5,7,0,50.9582,59.2571, 
7,9,6,7,0,48.8656,60.685, 
7,9,7,7,0,51.7026,64.3, 
7,9,8,7,0,56.4188,66.6, 
7,9,9,7,0,62.6406,70.45, 
7,9,10,7,0,66.2917,73.3, 
7,9,11,7,0,68.629,75.6, 
7,9,12,7,0,69.3699,78.865, 
7,9,13,7,0,69.7198,78.4, 
7,9,14,7,0,68.7181,80.1, 
7,9,15,7,0,67.7417,80.985, 
7,9,16,7,0,68.0002,85.73, 
7,9,17,7,0,68.397,83.42, 
7,9,18,7,0,69.0337,78.43, 
7,9,19,7,0,67.6289,75.005, 
7,9,20,7,0,65.9409,73.18, 
7,9,21,7,0,67.1063,69.1, 
7,9,22,7,0,67.2147,69.1, 
7,9,23,7,0,61.6218,69.1, 
7,9,24,7,0,56.1973,69.235, 
7,10,1,1,0,53.4931,69.865, 
7,10,2,1,0,53.3955,68.77, 
7,10,3,1,0,55.092,66.9, 
7,10,4,1,0,51.1925,66.765, 
7,10,5,1,0,52.1266,65.7, 
7,10,6,1,0,56.3825,64.435, 
7,10,7,1,0,66.7231,67.23, 
7,10,8,1,0,74.543,69.685, 
7,10,9,1,0,78.7194,73.435, 
7,10,10,1,0,81.6023,75.9, 
7,10,11,1,0,84.8707,76.605, 
7,10,12,1,0,84.1471,80.945, 
7,10,13,1,0,80.7318,82.615, 
7,10,14,1,0,78.4444,80.94, 
7,10,15,1,0,79.0086,80.36, 
7,10,16,1,0,76.5158,79, 
7,10,17,1,0,76.442,78.865, 
7,10,18,1,0,70.5093,77.47, 
7,10,19,1,0,70.0983,73.615, 
7,10,20,1,0,67.3266,71.7, 
7,10,21,1,0,67.6321,69.7, 
7,10,22,1,0,64.7352,68, 
7,10,23,1,0,58.4733,67.835, 
7,10,24,1,0,53.2909,66.765, 
7,11,1,2,0,49.5602,65.76, 
7,11,2,2,0,48.006,64.4, 
7,11,3,2,0,47.2631,64.19, 
7,11,4,2,0,47.024,62.7, 
7,11,5,2,0,47.9083,62.0286, 
7,11,6,2,0,50.8101,63.504, 
7,11,7,2,0,63.5555,66.635, 
7,11,8,2,0,72.7086,69.535, 
7,11,9,2,0,77.2348,72.15, 
7,11,10,2,0,78.7895,72.7319, 
7,11,11,2,0,82.2394,71.55, 
7,11,12,2,0,81.8162,70, 
7,11,13,2,0,81.1466,69.91, 
7,11,14,2,0,83.3245,69.535, 
7,11,15,2,0,82.5422,71.6, 
7,11,16,2,0,81.6034,71.6, 
7,11,17,2,0,81.2634,69.8, 
7,11,18,2,0,73.0132,70.8, 
7,11,19,2,0,68.7053,69.205, 
7,11,20,2,0,58.2246,69.83, 
7,11,21,2,0,62.5635,69.865, 
7,11,22,2,0,60.7866,68.6167, 
7,11,23,2,0,56.336,68, 
7,11,24,2,0,52.1901,66.2, 
7,12,1,3,0,52.2947,66.55, 
7,12,2,3,0,52.1372,64.6187, 
7,12,3,3,0,52.9931,64.4, 
7,12,4,3,0,52.3663,63.35, 
7,12,5,3,0,54.4449,64.135, 
7,12,6,3,0,56.7157,65.2, 
7,12,7,3,0,69.9363,67.665, 
7,12,8,3,0,78.9692,72.48, 
7,12,9,3,0,83.5348,75.635, 
7,12,10,3,0,86.452,78.4, 
7,12,11,3,0,87.4234,79.935, 
7,12,12,3,0,86.2943,78.535, 
7,12,13,3,0,85.3358,75.9, 
7,12,14,3,0,87.0024,75.765, 
7,12,15,3,0,85.2658,74.55, 
7,12,16,3,0,84.4692,71.7, 
7,12,17,3,0,85.4622,69.85, 
7,12,18,3,0,78.823,70, 
7,12,19,3,0,77.8192,69.865, 
7,12,20,3,0,76.2109,68.935, 
7,12,21,3,0,76.8689,67.4214, 
7,12,22,3,0,74.0363,66.2, 
7,12,23,3,0,67.9691,65.1529, 
7,12,24,3,0,61.2423,64.64, 
7,13,1,4,0,58.0465,65.065, 
7,13,2,4,0,56.5674,66.0818, 
7,13,3,4,0,55.9627,65.6108, 
7,13,4,4,0,55.369,64.6, 
7,13,5,4,0,56.2752,65.835, 
7,13,6,4,0,58.7402,65.065, 
7,13,7,4,0,68.7194,66.2, 
7,13,8,4,0,76.4865,66.2, 
7,13,9,4,0,81.204,69.0125, 
7,13,10,4,0,82.4923,69.235, 
7,13,11,4,0,84.3633,70.3, 
7,13,12,4,0,82.6778,71.9294, 
7,13,13,4,0,80.1884,70.7579, 
7,13,14,4,0,81.7491,75.3, 
7,13,15,4,0,80.4643,77.465, 
7,13,16,4,0,79.5074,79.47, 
7,13,17,4,0,78.2013,75.765, 
7,13,18,4,0,73.2803,75, 
7,13,19,4,0,72.889,74.7, 
7,13,20,4,0,72.4073,72.715, 
7,13,21,4,0,73.1086,70.935, 
7,13,22,4,0,71.6547,69.865, 
7,13,23,4,0,64.8815,69.235, 
7,13,24,4,0,57.3264,69.865, 
7,14,1,5,0,57.4364,68.935, 
7,14,2,5,0,53.7861,67.835, 
7,14,3,5,0,53.2674,66.765, 
7,14,4,5,0,53.0346,65.835, 
7,14,5,5,0,54.2199,65.065, 
7,14,6,5,0,56.4791,66.465, 
7,14,7,5,0,68.6452,69.82, 
7,14,8,5,0,77.5003,74.53, 
7,14,9,5,0,82.7047,78.685, 
7,14,10,5,0,84.6533,82.3, 
7,14,11,5,0,88.1065,84.465, 
7,14,12,5,0,86.3725,87.205, 
7,14,13,5,0,85.5449,87.995, 
7,14,14,5,0,86.0071,88.935, 
7,14,15,5,0,83.6548,88.165, 
7,14,16,5,0,82.5888,87.1385, 
7,14,17,5,0,82.7765,85.53, 
7,14,18,5,0,76.2076,88.8, 
7,14,19,5,0,74.9471,86.665, 
7,14,20,5,0,72.7274,83.72, 
7,14,21,5,0,72.5282,80.7, 
7,14,22,5,0,71.2317,78.7, 
7,14,23,5,0,65.9535,76.535, 
7,14,24,5,0,59.7407,73.765, 
7,15,1,6,0,55.7429,72.55, 
7,15,2,6,0,54.4372,70.165, 
7,15,3,6,0,53.8009,70.935, 
7,15,4,6,0,52.584,69.97, 
7,15,5,6,0,52.6327,69.125, 
7,15,6,6,0,53.0171,69.535, 
7,15,7,6,0,57.4827,72.48, 
7,15,8,6,0,63.1775,75.77, 
7,15,9,6,0,68.9017,79.3, 
7,15,10,6,0,72.5561,81, 
7,15,11,6,0,75.062,81.285, 
7,15,12,6,0,74.6246,82.765, 
7,15,13,6,0,73.504,82, 
7,15,14,6,0,72.0144,82, 
7,15,15,6,0,71.1594,81.415, 
7,15,16,6,0,70.5912,77.935, 
7,15,17,6,0,71.2477,76.835, 
7,15,18,6,0,70.8958,75.465, 
7,15,19,6,0,68.4731,72.85, 
7,15,20,6,0,65.4249,72, 
7,15,21,6,0,67.9333,71.7825, 
7,15,22,6,0,66.0491,70.3325, 
7,15,23,6,0,62.0096,69.235, 
7,15,24,6,0,57.0352,69.865, 
7,16,1,7,0,54.3491,68.77, 
7,16,2,7,0,52.3439,66.765, 
7,16,3,7,0,50.4509,65.7, 
7,16,4,7,0,49.1722,64.1241, 
7,16,5,7,0,50.5982,64.64, 
7,16,6,7,0,50.6941,66.465, 
7,16,7,7,0,54.0993,69.2615, 
7,16,8,7,0,59.4695,71.475, 
7,16,9,7,0,64.7985,74.365, 
7,16,10,7,0,68.7248,77.75, 
7,16,11,7,0,70.8564,82.3, 
7,16,12,7,0,72.3181,83.835, 
7,16,13,7,0,72.5716,82.825, 
7,16,14,7,0,71.4143,82.475, 
7,16,15,7,0,70.838,82.315, 
7,16,16,7,0,70.887,79.3, 
7,16,17,7,0,71.5534,80.865, 
7,16,18,7,0,71.8589,79.8, 
7,16,19,7,0,71.0912,77.47, 
7,16,20,7,0,69.7514,73.48, 
7,16,21,7,0,71.8315,70.935, 
7,16,22,7,0,70.7714,69.97, 
7,16,23,7,0,65.4674,69.695, 
7,16,24,7,0,59.7497,69.1, 
7,17,1,1,0,55.4103,68.77, 
7,17,2,1,0,54.4743,66.765, 
7,17,3,1,0,53.7897,66, 
7,17,4,1,0,53.6585,65.835, 
7,17,5,1,0,54.1886,64.9, 
7,17,6,1,0,57.5296,65.365, 
7,17,7,1,0,69.7472,68.75, 
7,17,8,1,0,78.4684,73.435, 
7,17,9,1,0,84.4731,76.365, 
7,17,10,1,0,87.7694,79.165, 
7,17,11,1,0,89.7736,80.385, 
7,17,12,1,0,89.5084,81.715, 
7,17,13,1,0,89.3934,80.385, 
7,17,14,1,0,91.5709,81.85, 
7,17,15,1,0,88.0218,80.7, 
7,17,16,1,0,84.8716,78.97, 
7,17,17,1,0,85.0349,78.365, 
7,17,18,1,0,81.0997,75.765, 
7,17,19,1,0,79.9633,74.7, 
7,17,20,1,0,78.0411,72.55, 
7,17,21,1,0,79.1909,70.165, 
7,17,22,1,0,76.6724,70.935, 
7,17,23,1,0,71.4537,69.865, 
7,17,24,1,0,65.104,68.935, 
7,18,1,2,0,60.7349,68, 
7,18,2,2,0,59.6265,68, 
7,18,3,2,0,57.7679,68.165, 
7,18,4,2,0,57.0613,69.4, 
7,18,5,2,0,58.9318,71.1, 
7,18,6,2,0,62.3906,71.52, 
7,18,7,2,0,74.9381,74.365, 
7,18,8,2,0,83.5332,77.885, 
7,18,9,2,0,87.8718,83.365, 
7,18,10,2,0,89.5421,86.6, 
7,18,11,2,0,92.9252,89.865, 
7,18,12,2,0,89.0548,89.235, 
7,18,13,2,0,88.0477,90.21, 
7,18,14,2,0,90.2133,91.475, 
7,18,15,2,0,90.0288,91.9, 
7,18,16,2,0,88.6137,90.069, 
7,18,17,2,0,86.8524,84.315, 
7,18,18,2,0,78.7603,80.7, 
7,18,19,2,0,76.0637,78.7, 
7,18,20,2,0,73.131,76.835, 
7,18,21,2,0,72.8481,75.9, 
7,18,22,2,0,71.6616,75.765, 
7,18,23,2,0,65.3391,74.835, 
7,18,24,2,0,59.4914,73.9, 
7,19,1,3,0,55.5255,73.765, 
7,19,2,3,0,54.6708,72.85, 
7,19,3,3,0,54.5031,71.7, 
7,19,4,3,0,53.5323,69.865, 
7,19,5,3,0,55.0763,68.935, 
7,19,6,3,0,57.8572,68.165, 
7,19,7,3,0,70.7333,69.1, 
7,19,8,3,0,78.0968,69.82, 
7,19,9,3,0,82.421,74.2, 
7,19,10,3,0,84.3564,76.065, 
7,19,11,3,0,86.7743,77.3, 
7,19,12,3,0,84.1736,78.865, 
7,19,13,3,0,83.3293,78.0175, 
7,19,14,3,0,86.7598,77.4675, 
7,19,15,3,0,85.5529,77.165, 
7,19,16,3,0,85.3385,78.1, 
7,19,17,3,0,84.5338,77.935, 
7,19,18,3,0,76.8972,76.835, 
7,19,19,3,0,75.8687,75.315, 
7,19,20,3,0,73.6955,71.565, 
7,19,21,3,0,73.8234,68.77, 
7,19,22,3,0,72.3726,66.6, 
7,19,23,3,0,66.0192,64.765, 
7,19,24,3,0,59.8162,63.55, 
7,20,1,4,0,56.0266,61, 
7,20,2,4,0,55.025,60.865, 
7,20,3,4,0,54.106,59.77, 
7,20,4,4,0,53.2994,57.9, 
7,20,5,4,0,53.9016,57.9, 
7,20,6,4,0,56.3239,58.53, 
7,20,7,4,0,69.1208,62.82, 
7,20,8,4,0,77.06,67.815, 
7,20,9,4,0,81.2428,73.06, 
7,20,10,4,0,83.7377,73.775, 
7,20,11,4,0,86.2802,75.9, 
7,20,12,4,0,84.1999,75.6, 
7,20,13,4,0,83.5704,74.095, 
7,20,14,4,0,85.8463,75.2, 
7,20,15,4,0,85.214,75.005, 
7,20,16,4,0,84.7668,73.765, 
7,20,17,4,0,83.5262,73.1, 
7,20,18,4,0,78.5346,71.6, 
7,20,19,4,0,76.4668,71.865, 
7,20,20,4,0,74.326,70.8, 
7,20,21,4,0,74.4593,69.25, 
7,20,22,4,0,72.5531,69.1, 
7,20,23,4,0,66.0492,68.935, 
7,20,24,4,0,60.0108,68, 
7,21,1,5,0,56.2472,68, 
7,21,2,5,0,55.1564,66.648, 
7,21,3,5,0,54.3581,66.9, 
7,21,4,5,0,54.2836,66.6828, 
7,21,5,5,0,55.0877,66.6828, 
7,21,6,5,0,59.2397,66.69, 
7,21,7,5,0,69.8278,67.1302, 
7,21,8,5,0,77.9166,68.5586, 
7,21,9,5,0,83.2197,71.81, 
7,21,10,5,0,85.6128,73.55, 
7,21,11,5,0,88.4328,75.9, 
7,21,12,5,0,86.0436,78.235, 
7,21,13,5,0,83.5234,79.576, 
7,21,14,5,0,85.1823,78.535, 
7,21,15,5,0,83.3839,75.765, 
7,21,16,5,0,82.5816,75.0621, 
7,21,17,5,0,81.0371,71.7429, 
7,21,18,5,0,74.765,72, 
7,21,19,5,0,74.4334,71.9265, 
7,21,20,5,0,72.0332,70.935, 
7,21,21,5,0,72.0861,69.9793, 
7,21,22,5,0,70.0368,69.8414, 
7,21,23,5,0,65.5147,69.235, 
7,21,24,5,0,59.882,69.865, 
7,22,1,6,0,55.766,68.6696, 
7,22,2,6,0,54.5942,67.1357, 
7,22,3,6,0,53.3521,68, 
7,22,4,6,0,52.7559,68, 
7,22,5,6,0,53.2642,68.165, 
7,22,6,6,0,51.8632,69.1, 
7,22,7,6,0,55.4621,69.3172, 
7,22,8,6,0,61.2149,69.8, 
7,22,9,6,0,66.8815,69.8, 
7,22,10,6,0,70.1381,69.8111, 
7,22,11,6,0,72.7472,69.8075, 
7,22,12,6,0,72.5551,69.8, 
7,22,13,6,0,71.6679,69.575, 
7,22,14,6,0,68.6809,66.7425, 
7,22,15,6,0,66.4503,68, 
7,22,16,6,0,64.1995,67.3714, 
7,22,17,6,0,64.6179,66.2, 
7,22,18,6,0,64.7028,66, 
7,22,19,6,0,62.4989,66.135, 
7,22,20,6,0,62.136,67.56, 
7,22,21,6,0,63.4838,70, 
7,22,22,6,0,60.1729,71.6, 
7,22,23,6,0,55.1026,68.8088, 
7,22,24,6,0,50.3393,68, 
7,23,1,7,0,47.4544,66.9, 
7,23,2,7,0,46.0893,66.48, 
7,23,3,7,0,44.7,66.2, 
7,23,4,7,0,44.6318,65.5034, 
7,23,5,7,0,44.5006,64.825, 
7,23,6,7,0,44.3922,64.475, 
7,23,7,7,0,46.4063,65.2, 
7,23,8,7,0,51.0974,66.9, 
7,23,9,7,0,55.8131,67.56, 
7,23,10,7,0,58.884,69.8, 
7,23,11,7,0,61.2974,70.6545, 
7,23,12,7,0,62.5181,71.55, 
7,23,13,7,0,62.4268,70.905, 
7,23,14,7,0,61.6783,69.995, 
7,23,15,7,0,60.4359,70.935, 
7,23,16,7,0,59.4534,69.8615, 
7,23,17,7,0,61.1879,69.3032, 
7,23,18,7,0,60.9038,69.97, 
7,23,19,7,0,59.8152,69.7736, 
7,23,20,7,0,57.7737,68.77, 
7,23,21,7,0,59.6849,66.6, 
7,23,22,7,0,57.6265,64.765, 
7,23,23,7,0,52.7709,64.135, 
7,23,24,7,0,49.4692,65.065, 
7,24,1,1,0,48.1096,65.835, 
7,24,2,1,0,47.5386,64.9, 
7,24,3,1,0,48.3234,64.7575, 
7,24,4,1,0,48.5873,63.8075, 
7,24,5,1,0,50.1012,58.7721, 
7,24,6,1,0,55.247,42.8, 
7,24,7,1,0,65.9216,65.365, 
7,24,8,1,0,75.3017,68.6, 
7,24,9,1,0,79.2495,72.45, 
7,24,10,1,0,78.4282,75, 
7,24,11,1,0,83.8574,75.465, 
7,24,12,1,0,82.2166,78.235, 
7,24,13,1,0,80.9876,78.7, 
7,24,14,1,0,83.0816,76.835, 
7,24,15,1,0,81.6807,75.795, 
7,24,16,1,0,80.8699,75.305, 
7,24,17,1,0,81.1523,75.765, 
7,24,18,1,0,75.164,75.135, 
7,24,19,1,0,74.0156,75.465, 
7,24,20,1,0,71.6391,72.625, 
7,24,21,1,0,72.8113,70.125, 
7,24,22,1,0,70.0344,67.835, 
7,24,23,1,0,64.5341,66.6, 
7,24,24,1,0,58.6809,64.9, 
7,25,1,2,0,55.2397,64.765, 
7,25,2,2,0,54.1639,64, 
7,25,3,2,0,53.9117,63.715, 
7,25,4,2,0,52.8393,62.235, 
7,25,5,2,0,54.6844,63, 
7,25,6,2,0,58.8552,63.48, 
7,25,7,2,0,70.5859,66.77, 
7,25,8,2,0,78.3331,70.45, 
7,25,9,2,0,81.9897,73.6, 
7,25,10,2,0,83.7127,77.165, 
7,25,11,2,0,86.4345,78.4, 
7,25,12,2,0,85.5466,80.235, 
7,25,13,2,0,84.2087,80.865, 
7,25,14,2,0,85.7428,79.935, 
7,25,15,2,0,84.6136,78.865, 
7,25,16,2,0,84.6629,78.1, 
7,25,17,2,0,83.8669,78.1, 
7,25,18,2,0,75.392,77.77, 
7,25,19,2,0,73.9325,75.465, 
7,25,20,2,0,72.4339,73, 
7,25,21,2,0,73.3055,72.79, 
7,25,22,2,0,65.6033,71.525, 
7,25,23,2,0,60.0643,71.1, 
7,25,24,2,0,57.0949,70.935, 
7,26,1,3,0,54.0157,69.865, 
7,26,2,3,0,53.2387,69.235, 
7,26,3,3,0,53.5806,69.865, 
7,26,4,3,0,53.4164,69.1, 
7,26,5,3,0,55.0652,68.935, 
7,26,6,3,0,58.8571,68.3, 
7,26,7,3,0,71.0614,70.45, 
7,26,8,3,0,78.9377,73.435, 
7,26,9,3,0,83.0088,76.665, 
7,26,10,3,0,84.8129,80.7, 
7,26,11,3,0,87.814,79.165, 
7,26,12,3,0,86.241,79.935, 
7,26,13,3,0,86.2921,79, 
7,26,14,3,0,88.4684,79, 
7,26,15,3,0,88.6687,79.165, 
7,26,16,3,0,87.5272,79.8, 
7,26,17,3,0,86.7982,77.935, 
7,26,18,3,0,79.6972,76.7, 
7,26,19,3,0,78.6318,74.7, 
7,26,20,3,0,76.2177,72.715, 
7,26,21,3,0,77.5387,71.1, 
7,26,22,3,0,75.353,70.935, 
